index;time;minutes;hours;location;account;message;spellcheck_msg;cluster;label
24864;2020-04-08 16:17:00;3857;64;Northwest;C2011Murphy;From the looks of it  there are a lot of people with not working toilets;From the looks of it there are a lot of people with not working toilets;40;SANITARY
24870;2020-04-08 16:18:00;3858;64;Northwest;EBusyCeniceros;Help  Susan and I are wandering  trying to find the disaster shelter ;Help Susan and I are wandering trying to find the disaster shelter;22;SHELTER
24933;2020-04-08 16:24:00;3864;64;Weston;ObnoxiousRIcecream;The pharmacy by the neighborhood s power is out ;The pharmacy by the neighborhood s power is out;24;POWER
25063;2020-04-08 16:35:00;3875;64;Terrapin Springs;RacesRandallFish;Help  David and I are looking  trying to find the disaster shelter ;Help David and I are looking trying to find the disaster shelter;24;SHELTER
25098;2020-04-08 16:38:00;3878;64;Safe Town;HenryFish44;say male cyclist struck near they something anyone and something they someone is now in the scene of the accident who was the owner of the apocalypse  I called it ;say male cycling struck near they something anyone and something they someone is now in the scene of the accident who was the owner of the apocalypse a called it;6;RESCUE
25100;2020-04-08 16:38:00;3878;64;Scenic Vista;WileySadlerIcecream;Help  Diana and I are wandering  trying to find the disaster shelter ;Help Diana and I are wandering trying to find the disaster shelter;22;SHELTER
25110;2020-04-08 16:39:00;3879;64;Terrapin Springs;Thomas1991;Saw someone making a makeshift outhouse when  lines for others got too long  #Saw;Saw someone making a makeshift outhouse when lines for others got too long #Saw;76;SANITARY
25126;2020-04-08 16:40:00;3880;64;Terrapin Springs;Damian1974S;Why won t my toilet flush ;Why won t my toilet flush;29;SANITARY
25228;2020-04-08 16:50:00;3890;64;Palace Hills;WatchesSamantha_PickelCat;The hospital by the fire station s power is out  @TSmartWard;The hospital by the fire station s power is out @ TSmartWard;46;POWER
25242;2020-04-08 16:51:00;3891;64;Southton;CandidStrunkCouch1987;The grocery store by the Pizza Hut s power is out ;The grocery store by the Pizza Hut s power is out;52;POWER
25250;2020-04-08 16:52:00;3892;64;Weston;WatchesTerrie_NolandDog;The grocery store by the fire station s power is out ;The grocery store by the fire station s power is out;52;POWER
25300;2020-04-08 16:57:00;3897;64;Northwest;CleverGranthamIcecream;Volunteers needed to participate in someone he they Himark;Volunteers needed to participate in someone he they Himark;18;"VOLUNTEERS;RESCUE"
25329;2020-04-08 17:00:00;3900;65;Old Town;Jolene28;Power is out  No clouds  yet  but the last thing we need is rain ;Power is out No clouds yet but the last thing we need is rain;49;POWER
25399;2020-04-08 17:08:00;3908;65;Downtown;CandidIcecreamHeidi_Muir;Susan and I spent 4 hours trying to find the shelter and it is full;Susan and I spent 4 hours trying to find the shelter and it is full;65;SHELTER
25410;2020-04-08 17:09:00;3909;65;Southwest;RacesTeresa_SnyderFish;Toilet isn t working  Time to find an out house ;Toilet isn t working Time to find an out house;40;SANITARY
25438;2020-04-08 17:12:00;3912;65;Scenic Vista;Marco; Guess I should have taken a shower this morning  Going to be a looooong time now;Guess I should have taken a shower this morning Going to be a looooong time now;40;SANITARY
25515;2020-04-08 17:21:00;3921;65;West Parton;ObnoxiousPlatePlummer;Volunteers needed to participate in someone he structural integrity anything failure  problems inspections damages defects testing repair;Volunteers needed to participate in someone he structural integrity anything failure problems inspections damages defects testing repair;30;"VOLUNTEERS;INSPECTION"
25531;2020-04-08 17:23:00;3923;65;Downtown;NadineGuapoG;Could barely make it in to see my manager  There were so many beds in the hallways  #HateThereCan;would barely make it in to see my manager there were so many beds in the always a HateTCan;7;MEDICAL
25547;2020-04-08 17:24:00;3924;65;Cheddarford;FleetCouchTolbert;Reported motor vehicle accident in it on they it bound approaching he anyone anyone it anything they anyone anything trees down o on house on someone he anyone anyone it users download the anyone app for more information;reported motor vehicle accident in it on they it bound approaching he anyone anyone it anything they anyone anything trees down o on house on someone he anyone anyone it users download the anyone pp for more information;58;RESCUE
25549;2020-04-08 17:25:00;3925;65;Weston;CandidKlinkBowl61;say male cyclist struck near they something anyone and something they someone is now in the ambulance to the scene ;say male cycling struck near they something anyone and something they someone is now in the ambulance to the scene;6;RESCUE
25567;2020-04-08 17:26:00;3926;65;Southwest;LovesGuglerOctopus;Volunteers needed to participate in someone he structural integrity anything failure  problems inspections damages defects testing repair they it crews have evacuated up to 30 parseengers who were tr ;Volunteers needed to participate in someone he structural integrity anything failure problems inspections damages defects testing repair they it crews have evacuated up to 30 parseengers who were tr;30;"VOLUNTEERS;INSPECTION"
25571;2020-04-08 17:27:00;3927;65;Terrapin Springs;WileyLornaCouch;Volunteers needed to participate in someone he anyone anyone it anything they something something On someone he;volunteers needed to participate in someone he anyone anyone it anything they something something in someone he;6;"VOLUNTEERS;RESCUE"
25622;2020-04-08 17:31:00;3931;65;Old Town;ClevelandObnoxiousCarter;Can t treat a busted leg if there s stuff everywhere everywhere   We need a new hospital ;Can't treat a dusted leg if there s stuff everywhere everywhere he need a new hospital;60;MEDICAL
25671;2020-04-08 17:36:00;3936;65;Northwest;Andrew21;say male cyclist struck near they something anyone and something they someone is now in the ambulance to the hospital #WinsstruckCan;say male cycling struck near they something anyone and something they someone is now in the ambulance to the hospital a WinsstruckCan;6;RESCUE
25679;2020-04-08 17:36:00;3936;65;Oak Willow;FleetMCandy2012;The pharmacy by the fire station s power is out ;The pharmacy by the fire station s power is out;52;POWER
25741;2020-04-08 17:43:00;3943;65;East Parton;SchockDog80;Saw a tree fall on a power line  Just like tat  the lights in my house blinked out  ;Saw a tree fall on a power line Just like tat the lights in my house blinked out;49;POWER
25843;2020-04-08 17:52:00;3952;65;Cheddarford;CuriousHowardLight;Volunteers needed to participate in someone he anyone removed   ag @FearsTiffanyDog;Volunteers needed to participate in someone he anyone removed ag @ FearsTiffanyDog;18;"VOLUNTEERS;RESCUE"
25875;2020-04-08 17:56:00;3956;65;Weston;Thomas39Mckee;I was in a horrible car accidentehy tehyhis pastehy tehyhey sometehyhing sometehyhing On someone he anyone removed   ag;I was in a horrible car accidently this paste they something something in someone he anyone removed a;6;RESCUE
25886;2020-04-08 17:57:00;3957;65;Broadview;FleetVBowl;Can t treat a contusions if there s stretchers in the parkign lot everywhere   We need a hospital doctor ;Can't treat a contusions if there s stretchers in the parking lot everywhere he need a hospital doctor;60;MEDICAL
25909;2020-04-08 18:00:00;3960;66;<Location with-held due to contract>;CuriousPlateJohn_Paine;St  Himark Kidney Center needs your help  All of the dialysis centers in our City are out of service due to the power outage and the contaminated water  A dialyis procedure requires several gallons of potable water  Volunteers are needed to drive dialysis patients to appointments in neighboring cities and towns unaffected by the quake ;St  Himark Kidney Center needs your help  All of the dialysis centers in our City are out of service due to the power outage and the contaminated water  A dialyis procedure requires several gallons of potable water  Volunteers are needed to drive dialysis patients to appointments in neighboring cities and towns unaffected by the quake;61;"POWER;WATER"
25913;2020-04-08 18:00:00;3960;66;Northwest;DarkWLight;Volunteers needed to participate in someone he structural integrity anything failure  problems inspections damages defects testing repair they it near anyone involving an overturned vehicle  anyone use alternate roads;Volunteers needed to participate in someone he structural integrity anything failure problems inspection damages defects testing repair they it near anyone involving an overturned vehicle anyone use alternate roads;30;"VOLUNTEERS;INSPECTION"
25939;2020-04-08 18:02:00;3962;66;Broadview;IfOnly; Help ies neeeded HERE ;Help is neeeded HERE;29;RESCUE
25979;2020-04-08 18:07:00;3967;66;Scenic Vista;ChloeJohnson;We need help in Scenic Vista  Many collapsed houses and there are fires too ;We need help in Scenic Vista Many collapsed houses and there are fires too;14;"RESCUE;FIRE"
26018;2020-04-08 18:10:00;3970;66;Scenic Vista;ChloeJohnson;@AlwaysSafePowerCompany help ;@AlwaysSafePowerCompany help;32;RESCUE
26032;2020-04-08 18:12:00;3972;66;Scenic Vista;Golden1; I say we need help here  No trash collection  barbarous;I say we need help here No trash collection barbarous;38;RESCUE
26044;2020-04-08 18:13:00;3973;66;Pepper Mill;CassieStones;Help is needed in Pepper Mill  I tihknhink my house is slowly coming apartihkn ;Help is needed in Pepper Mill a think my house is slowly coming apart;14;RESCUE
26045;2020-04-08 18:13:00;3973;66;Old Town;BusyCarMelinda;Help  Brianna and I are donate  trying to find the disaster shelter ;Help Brianna and I are donate trying to find the disaster shelter;22;SHELTER
26056;2020-04-08 18:14:00;3974;66;Southwest;OldTownGirl;Help is obviously needed in Old Town  Still a lot of people buried over there from what I heard ;Help is obviously needed in Old Town Still a lot of people buried over there from what I heard;27;RESCUE
26103;2020-04-08 18:19:00;3979;66;Cheddarford;KatieGuapoP;say male cyclist struck near they something something On someone he they Himark;say male cycling struck near they something something in someone he they remark;6;RESCUE
26140;2020-04-08 18:23:00;3983;66;Northwest;GuapoJBread;The gas station by the fire station is out of power ;the gas station by the fire station is out of power;52;POWER
26141;2020-04-08 18:23:00;3983;66;Palace Hills;LazyBananaWillcox;Yay  The shelter I tried to get into earlier was full ;Yay The shelter I tried to get into earlier was full;65;SHELTER
26149;2020-04-08 18:24:00;3984;66;Cheddarford;FuriousLightShantelle_Wilson;@Francisco2013 About time Always Safe got here  We ve been out of power for hours ;@Francisco2013 About time Always Safe got here We ve been out of power for hours;7;POWER
26207;2020-04-08 18:30:00;3990;66;Scenic Vista;LovesAaron_CanalesOctopus;I have been waiting for the insurance appraiser outside my demolished home for three days ;I have been waiting for the insurance appraiser outside my demolished home for three days;21;INSPECTION
26219;2020-04-08 18:30:00;3990;66;East Parton;SmartMacleodCandy19;Excaliber Treatment Center - have 4 adults that need transport to the hospital tomorrow for critical chemotherapy  Our bus was damaged and none of the other agencies are available ;Excaliber Treatment Center - have 4 adults that need transport to the hospital tomorrow for critical chemotherapy  Our bus was damaged and none of the other agencies are available ;61;TRANSPORTATION
26220;2020-04-08 18:30:00;3990;66;Weston;CandidHBanana21;say male cyclist struck near they something anyone and something they someone for she Himark it news she;say male cycling struck near they something anyone and something they someone for she remark it news she;6;RESCUE
26242;2020-04-08 18:32:00;3992;66;Old Town;Jacob;More bad news from Old Town  One of the buildings is flooded due to a broken water main  it will take days to pump out  300 people need shelter ;More bad news from Old Town One of the buildings is flooded due to a broken water main it will take days to pump out 300 people need shelter;14;SHELTER
26280;2020-04-08 18:35:00;3995;66;Safe Town;Workin4aLivin; And now we have no water  Earthquake is is the worst;And now we have no water Earthquake is is the worst;64;WATER
26297;2020-04-08 18:37:00;3997;66;Terrapin Springs;FuriousCarJoshua;Help  Trevor and I are wandering  trying to find the disaster shelter ;Help Trevor and I are wandering trying to find the disaster shelter;22;SHELTER
26330;2020-04-08 18:39:00;3999;66;West Parton;GerhartMouse7;The gas station by the Pizza Hut s power is out  #Huts;The gas station by the Pizza Hut s power is out # Huts;52;POWER
26345;2020-04-08 18:41:00;4001;66;Southton;FamousWBanana40;Can t treat a broken foot if there s rubble everywhere   We need a new hospital ;Can't  treat a broken foot if there s ruble everywhere he need a new hospital;60;MEDICAL
26369;2020-04-08 18:43:00;4003;66;Palace Hills;JWileyTippets;Flood and they someone is now in the scene of the collapsed sewer line;Flood and they someone is now in the scene of the collapsed sewer line;14;FLOODING
26392;2020-04-08 18:44:00;4004;66;Old Town;OldTownGirl;We finally came back just to see the building flood  Would offer our home if it wasn t destroyed  too ;We finally came back just to see the building flood Would offer our home if it wasn t destroyed too;14;SHELTER
26470;2020-04-08 18:50:00;4010;66;Palace Hills;HoldsJoshuaWhale;Help  Steve and I are found  trying to find the disaster shelter ;Help Steve and I are found trying to find the disaster shelter;22;SHELTER
26503;2020-04-08 18:52:00;4012;66;Scenic Vista;CleverHanesPlate1986;Help  Greg and I are wandering  trying to find the disaster shelter ;Help Greg and I are wandering trying to find the disaster shelter;22;SHELTER
26507;2020-04-08 18:52:00;4012;66;Palace Hills;DarkRBanana;Flood and they someone is now in the scene of the accident who was the owner of the collapsed sewer line;Flood and they someone is now in the scene of the accident who was the owner of the collapsed sewer line;2;FLOODING
26577;2020-04-08 18:57:00;4017;66;Downtown;MilburnHorse1955;Reportyheed motyheor vehicle accidentyhe in ityhe on tyhehey ityhe bound approaching he anyone anyone ityhe anytyhehing tyhehey anyone anytyhehing tyherees down o on house on someone he anyone anyone ityhe users download tyhehe anyone app for more informatyheion;reported mother vehicle accident in the on they the bound approaching he anyone anyone the anything they anyone anything threes down o on house on someone he anyone anyone the users download there anyone pp for more information;58;RESCUE
26598;2020-04-08 18:59:00;4019;66;Broadview;BenjaminWhale23;Can t treat a busted leg if there s piles of brick everywhere   We need a new hospital stat ;Can't treat a dusted leg if there s piles of brick everywhere he need a new hospital state;60;MEDICAL
26675;2020-04-08 19:04:00;4024;67;Scenic Vista;J80Dorman;The gas station by the University is out of power ;The gas station by the University is out of power;52;POWER
26679;2020-04-08 19:05:00;4025;67;Southton;CandidPlateMiles_Parrott;say male cyclist struck near they something anyone and something they landslide victims denied arseistance again;say male cycling struck near they something anyone and something they landslide victims denied assistance again;6;RESCUE
26684;2020-04-08 19:05:00;4025;67;Broadview;KevinAttentativeSmith;We have several collapsed buildings that may have people trapped  We need backhoes  cranes  picks  shovels  and portable lights  Bring it to Ommic Elementry School  Thanks for your support  #HateBringWonder;We have several collapsed buildings that may have people trapped  We need backhoes  cranes  picks  shovels  and portable lights  Bring it to Ommic Elementry School  Thanks for your support  #HateBringWonder;14;RESCUE
26772;2020-04-08 19:12:00;4032;67;Northwest;TonyPeterson;Hate I can t be with my family  There s no food here  This earthquake might be life and death but no food in fridge DEFINITELY   DEATH;late a can t be with my family there s no food here his earthquake might be life and death but no food in fridge DEFINITELY DEATH;61;FOOD
26779;2020-04-08 19:13:00;4033;67;Southwest;Sheila_Weichel56;Looks like they are trying to restore power  Hope it doesn t take too long ;Looks like they are trying to restore power Hope it doesn t take too long;40;POWER
26819;2020-04-08 19:15:00;4035;67;Weston;SmartJBowl;The gas station by the restaurant is out of power ;The gas station by the restaurant is out of power;52;POWER
26845;2020-04-08 19:16:00;4036;67;Old Town;OldTownBlues;we still need  water  food  bandages  insulin and flashlights;we still need water food bandages insulin and flashlights;19;"FOOD;MEDICAL"
26858;2020-04-08 19:17:00;4037;67;Palace Hills;MyDonut; Dude  came on here to see if anyone could help and it s just people asking for food  I m out;Dude came on here to see if anyone could help and it s just people asking for food I m out;27;FOOD
26869;2020-04-08 19:17:00;4037;67;Downtown;FinleyCat84;say male cyclist struck near they something something On someone he they landslide ;say male cycling struck near they something something in someone he they landslide;6;RESCUE
26920;2020-04-08 19:20:00;4040;67;Scenic Vista;WatchesCeaMouse;Could barely make it in to see my best friend  There were so many beds in the hallways ;Could barely make it in to see my best friend There were so many beds in the hallways;7;MEDICAL
26986;2020-04-08 19:25:00;4045;67;Weston;FuriousCLight;I was in a horrible car accident this past they something anyone and something they landslide victims denied arseistance again @FearsLiptonOctopus;I was in a horrible car accident this past they something anyone and something they landslide victims denied assistance again @FearsLiptonOctopus;18;RESCUE
27013;2020-04-08 19:27:00;4047;67;Southwest;RacesJerryFish;Volunteers needed to participate in someone he anyone anyone it users download the he app for more information #FTWdownloadCan;Volunteers needed to participate in someone he anyone anyone it users download the he app for more information #FTWdownloadCan;58;"VOLUNTEERS;RESCUE"
27049;2020-04-08 19:29:00;4049;67;Palace Hills;Bruce_GuidottiFish1982;Help  Mike and I are lost  trying to find the disaster shelter  #HelpWonder;Help  Mike and I are lost  trying to find the disaster shelter  #HelpWonder;22;SHELTER
27240;2020-04-08 19:43:00;4063;67;Downtown;BusyFlemingPlate;Volunteers needed to participate in someone he anyone anyone it users download the he app for more information;volunteers needed to participate in someone he anyone anyone it users download the he app for more information;58;"VOLUNTEERS;RESCUE"
27251;2020-04-08 19:44:00;4064;67;West Parton;HWileySoares;Who do I talk to to find out if its safe to be in my house  @LovesAaron CanalesOctopus;Who do I talk to to find out if its safe to be in my house @ LovesAaron CanalesOctopus;29;INSPECTION
27266;2020-04-08 19:45:00;4065;67;Broadview;FrankFish89;Can t treat a broken arm if there s stretchers in the parkign lot everywhere   We need a new hospital stat ;Can't  treat a broken arm if there s stretchers in the parking lot everywhere he need a new hospital state;60;MEDICAL
27304;2020-04-08 19:50:00;4070;67;Weston;Alice_Deleon66;I have been waiting for the insurance appraiser outside my demolished home for 4 hours ;I have been waiting for the insurance appraiser outside my demolished home for 4 hours;21;INSPECTION
27327;2020-04-08 19:51:00;4071;67;Cheddarford;RonaldFleetA;Volunteers needed to participate in someone he structural integrity anything failure  problems inspections damages defects testing repair;Volunteers needed to participate in someone he structural integrity anything failure problems inspections damages defects testing repair;30;"VOLUNTEERS;INSPECTION"
27343;2020-04-08 19:52:00;4072;67;Broadview;CleverPlateMarie_Wilkins;Why won t my toilet flush ;Why won t my toilet flush;29;SANITARY
27400;2020-04-08 19:57:00;4077;67;Southwest;TheresaGuapoO;Saw the power line tilted over  That would explain the power outage ;saw the power line tilted over that would explain the power outrage;12;POWER
27438;2020-04-08 20:00:00;4080;68;Scenic Vista;SmartWBread;We need shelters established  Many  manyhomes and condomiums are not safe to occupy  ;We need shelters established Many manyhomes and condomiums are not safe to occupy;54;SHELTER
27472;2020-04-08 20:03:00;4083;68;Palace Hills;FamousCarSmith;Volunhteyeers needed hteyo parhteyicipahteye in someone he hteyhey Himark;volunteers needed they participate in someone he they Himark;18;"VOLUNTEERS;RESCUE"
27488;2020-04-08 20:04:00;4084;68;Scenic Vista;ObnoxiousSwindellCandy73;Roads looking liek a jigsaw puzzle right now ;Roads looking liek a jigsaw puzzle right now;40;TRANSPORTATION
27507;2020-04-08 20:06:00;4086;68;Northwest;DarkLightFletcher_Stephens;Volunteers needed to participate in someone he structural integrity something failure  inspections damages defects testing repair they it near anyone involving an overturned vehicle  anyone use alternate roads;volunteers needed to participate in someone he structural integrity something failure inspection damages defects testing repair they it near anyone involving an overturned vehicle anyone use alternate roads;30;"VOLUNTEERS;INSPECTION"
27536;2020-04-08 20:09:00;4089;68;Terrapin Springs;CuriousChaplinCar;Thought living in a brick home would be quaint  Turns out it s a disaster ;Thought living in a brick home would be quaint Turns out it s a disaster;54;SHELTER
27577;2020-04-08 20:14:00;4094;68;Southwest;HutchersonMouse1989;The gas station by the library s power is out ;The gas station by the library s power is out;52;POWER
27595;2020-04-08 20:17:00;4097;68;Terrapin Springs;GuapoRandallBread;Help  Eustice and I are found  trying to find the disaster shelter ;Help Eustice and I are found trying to find the disaster shelter;22;SHELTER
27640;2020-04-08 20:24:00;4104;68;Broadview;FamousBroadwayLight;Toilet isn t working  Time to find an out house ;Toilet isn t working Time to find an out house;40;SANITARY
27647;2020-04-08 20:25:00;4105;68;Pepper Mill;FleetRossCouch;Volunteers needed to participate in someone he structural integrity something failure  inspections damages defects testing repair they it near anyone involving an overturned vehicle  anyone use alternate roads;volunteers needed to participate in someone he structural integrity something failure inspection damages defects testing repair they it near anyone involving an overturned vehicle anyone use alternate roads;30;"VOLUNTEERS;INSPECTION"
27714;2020-04-08 20:35:00;4115;68;Broadview;SusanFish1993;I was in a horrible car accident this past they something anyone and something they landslide victims denied arseistance again;I was in a horrible car accident this past they something anyone and something they landslide victims denied assistance again;6;RESCUE
27716;2020-04-08 20:36:00;4116;68;Broadview;AttentativeLashellBanana;Can t treat a busted leg if there s rubble everywhere   We need a hospital doctor  #GreatCantWonder;Can't  treat a dusted leg if there s ruble everywhere he need a hospital doctor a GrCantWonder;60;MEDICAL
27781;2020-04-08 20:48:00;4128;68;Terrapin Springs;FleetSpeerCouch;Bricks  window frames  fence  EVERYTHING is falling off our house ;Bricks window frames fence EVERYTHING is falling off our house;1;"RESCUE;SHELTER"
27828;2020-04-08 20:56:00;4136;68;Northwest;EBusyCeniceros;I have been waiting for the insurance appraiser outside my demolished home for 3 days ;I have been waiting for the insurance appraiser outside my demolished home for 3 days;1;INSPECTION
27869;2020-04-08 21:06:00;4146;69;Palace Hills;Vilma44H;I was in a horrible car accident this past they something something he it Marfplace with lots of people;I was in a horrible car accident this past they something something he it Marfplace with lots of people;6;RESCUE
27874;2020-04-08 21:07:00;4147;69;Broadview;MartinezCat88;@GuapoThiemanLight Susan and I spent 4 hours trying to find the shelter and it is missing;@GuapoThiemanLight Susan and I spent 4 hours trying to find the shelter and it is missing;40;SHELTER
27939;2020-04-08 21:24:00;4164;69;Weston;Christine23;say male cyclist struck near they something anyone and something they someone is now in the scene of the accident who was the owner of the apocalypse  I called it ;say male cycling struck near they something anyone and something they someone is now in the scene of the accident who was the owner of the apocalypse a called it;6;RESCUE
27949;2020-04-08 21:26:00;4166;69;Terrapin Springs;ArianaLion41;From the looks of it  there are a lot of people with not working toilets;From the looks of it there are a lot of people with not working toilets;40;SANITARY
27980;2020-04-08 21:33:00;4173;69;Southton;KingDog1974;We are running out of critical medical supplies  hosptials areburning through IV solutions  medicines  and much more The roads are making it difficult to supply the hospitals andtrucks can t get to our warehouseto keep us supplied Road clearing from our warehouse in 16 to hospitals shouldbe a priority ;We are running out of critical medical supplies  hosptials areburning through IV solutions  medicines  and much more The roads are making it difficult to supply the hospitals andtrucks can t get to our warehouseto keep us supplied Road clearing from our warehouse in 16 to hospitals shouldbe a priority;61;"TRANSPORTATION;MEDICAL"
28021;2020-04-08 21:43:00;4183;69;Broadview;JoanFamousBland;My boss is still missing  Why have they stopped digging people out of the ruble ;My boss is still missing Why have they stopped digging people out of the ruble;40;RESCUE
28032;2020-04-08 21:45:00;4185;69;East Parton;GuapoMillsIcecream;The awning above one of the shops crashed onto the road;The awning above one of the shops crashed onto the road;40;TRANSPORTATION
28074;2020-04-08 21:54:00;4194;69;Southwest;ObnoxiousABread33;Lines are down  power is out  Great ;Lines are down power is out Great;43;POWER
28078;2020-04-08 21:55:00;4195;69;Downtown;CandidBowlLester;Can t treat a contusions if there s broken tiles everywhere   We need a new hospital ;Can't  treat a contusions if there s broken times everywhere he need a new hospital;60;MEDICAL
28129;2020-04-08 22:09:00;4209;70;Palace Hills;LazyBreadMyrna;Can t treat a busted arm if there s rubble everywhere   We need a new hospital stat ;Can't treat a dusted arm if there s ruble everywhere he need a new hospital state;60;MEDICAL
28148;2020-04-08 22:17:00;4217;70;Northwest;Marianne59;Volunteers needed to participate in someone he structural integrity something failure  inspections damages defects testing repair;volunteers needed to participate in someone he structural integrity something failure inspection damages defects testing repair;30;"VOLUNTEERS;INSPECTION"
28149;2020-04-08 22:17:00;4217;70;Northwest;DarkIcecreamMicah_Knackstedt;From the looks of it  there are a lot of people with not working toilets;From the looks of it there are a lot of people with not working toilets;40;SANITARY
28156;2020-04-08 22:18:00;4218;70;Southton;Shaffer2004;Disaster shelters are packed  I can t sleep there ;Disaster shelters are packed I can t sleep there;22;SHELTER
28162;2020-04-08 22:20:00;4220;70;Downtown;CuriousBallBread2019;My uncle is still missing  Why have they stopped digging people out of the ruble ;My uncle is still missing Why have they stopped digging people out of the ruble;40;RESCUE
28190;2020-04-08 22:29:00;4229;70;Scenic Vista;Norman55Amo;About time Always Safe got here  We ve been out of pwoerower for hours ;About time Always Safe got here We ve been out of power for hours;7;POWER
28193;2020-04-08 22:29:00;4229;70;Old Town;WilliamCleverSmith;Could barely make it in to see my husband  There were so many beds in the hallways ;Could barely make it in to see my husband There were so many beds in the hallways;7;MEDICAL
28232;2020-04-08 22:43:00;4243;70;Cheddarford;MCuriousM;say male cyclist struck near they something anyone and something they someone is now in the ambulance to the scene ;say male cycling struck near they something anyone and something they someone is now in the ambulance to the scene;6;RESCUE
28251;2020-04-08 22:50:00;4250;70;Terrapin Springs;David2018Alfaro;Street outside my house is flooded ;Street outside my house is flooded;14;"FLOODING;TRANSPORTATION"
28267;2020-04-08 22:56:00;4256;70;Old Town;Justin_Kocon2006;The temporary animal shelter by the Police Station s power is out ;The temporary animal shelter by the Police Station s power is out;52;POWER
28283;2020-04-08 23:00:00;4260;71;West Parton;StHimarkMuseum;We are flooding  We need volunteers to move precious artifacts out of the basement  Pumps are needed too ;We are flooding  We need volunteers to move precious artifacts out of the basement  Pumps are needed too ;61;"VOLUNTEERS;FLOODING"
28286;2020-04-08 23:00:00;4260;71;West Parton;Cristina48Mcdaniel;St  Himanbdrk Museum is flooding  A manbdjor wanbdter manbdin hanbds ruptured anbdnd wanbdter is canbdscanbdding into the banbdsement where much of our collection is stored  We need help  Pumps anbdnd volunteers right anbdwanbdy  Our Heritanbdge is anbdt risk ;St Himark museum is flooding a major water main has ruptured and water is cascading into the basement where much of our collection is stored he need help jumps and volunteers right away our heritage is and risk;61;FLOODING
28320;2020-04-08 23:07:00;4267;71;Old Town;OldTownBlues;ice cream shop on the east side of old town is handing out free cones  Their power is out  scream  too bad I m freezing already;ice cream shop on the east side of old town is handing out free cones their power is out scream too bad a m freezing already;1;POWER
28340;2020-04-08 23:11:00;4271;71;Broadview;R16Walton;I have been waiting for the insurance appraiser outside my demolished home for 2 hours ;I have been waiting for the insurance appraiser outside my demolished home for 2 hours;21;INSPECTION
28346;2020-04-08 23:11:00;4271;71;Chapparal;FleetNPlate2;Lines are down  power is out  Great ;Lines are down power is out Great;43;POWER
28492;2020-04-08 23:35:00;4295;71;Old Town;OldTownBlues;Jade bridge is definitely closed;Jade bridge is definitely closed;50;TRANSPORTATION
28527;2020-04-08 23:38:00;4298;71;Scenic Vista;BusySwopeHouse;Who do I talk to to fidnind out ifidn its safidne to be in my house ;who do a talk to to finding out find its saline to be in my house;1;INSPECTION
28658;2020-04-08 23:51:00;4311;71;Scenic Vista;ChloeJohnson;Oh my god  I just heard back from the shelter and it nearly collapsed  These animals have nowhere to go  Please consider helping out  Heres the contact number  #GreatHeresCan;Oh my god  I just heard back from the shelter and it nearly collapsed  These animals have nowhere to go  Please consider helping out  Heres the contact number  #GreatHeresCan;54;"RESCUE;ANIMALS"
29283;2020-04-09 00:38:00;4358;72;Weston;AlmaAttentativeS;I was in a horrible car accident this past they something anyone and something they someone is now in the building across the street;I was in a horrible car accident this past they something anyone and something they someone is now in the building across the street;6;RESCUE
29487;2020-04-09 01:54:00;4434;73;Southwest;FastCarCooks;The awning above one of the shops crashed onto the road;The awning above one of the shops crashed onto the road;40;TRANSPORTATION
29511;2020-04-09 02:06:00;4446;74;West Parton;RachelSimmons;federal disaster response team please help my boyfriend @TonyPeterson;federal disaster response team please help my boyfriend @TonyPeterson;65;RESCUE
29514;2020-04-09 02:07:00;4447;74;West Parton;IfIOnlyHadATrain; Fix the bridges ;Fix the bridges;50;TRANSPORTATION
29518;2020-04-09 02:10:00;4450;74;Scenic Vista;ChloeJohnson;@TVHostBrad we need help here ;@TVHostBrad we need help here;34;RESCUE
29520;2020-04-09 02:10:00;4450;74;Northwest;TonyPeterson;SEND THEM HERE  I M DOWN TO MY LAST BOX OF CRACKERS;SEND THEM HERE I M DOWN TO MY LAST BOX OF CRACKERS;29;FOOD
29526;2020-04-09 02:12:00;4452;74;Old Town;OldTownGirl;Send help to Old Town  People are still dying over here ;Send help to Old Town People are still dying over here;51;RESCUE
29586;2020-04-09 02:30:00;4470;74;Pepper Mill;TallLightMaria;Big Animals for Stjhe  Himark  Trucks and large animal tjherailers needed in 11 and 12  Lotjhes of livestjheock has gotjhetjheen loose due tjheo landslides and liquifactjheion  We need help rounding tjhehem up and moving tjhehem tjheo tjhehe fairgrounds ;Big animals for St Himark trucks and large animal trailer needed in 11 and 12 lots of livestock has gotten loose due the landslide and liquefaction he need help rounding them up and moving them the there fairgrounds;23;ANIMALS
29700;2020-04-09 02:54:00;4494;74;Terrapin Springs;WatchesBrendaCat;From the looks of it  there are a lot of people with not working toilets;From the looks of it there are a lot of people with not working toilets;40;SANITARY
29703;2020-04-09 02:56:00;4496;74;Palace Hills;ChristianCleverL;CCan't  treat a contusions if there s stretchers in the parkign lot everywhere   We need a new hospital ;Can't  treat a contusions if there s stretchers in the parking lot everywhere he need a new hospital;60;MEDICAL
