id,time,minutes,hours,location,account,message,spellcheck_msg,cleaned_msg,cluster,label
22357,2020-04-08 14:36:00,3756,62,Scenic Vista,ChloeJohnson,I see even more smoke coming from the west  What is going on ,I see even more smoke coming from the west What is going on,I see even smoke coming west What going,51,FIRE
22360,2020-04-08 14:36:00,3756,62,Broadview,Loretta_SlaterCat37,anytehyhing tehyhey anyone anytehyhing tehyrees down o on house on someone he stehyructehyural intehyegritehyy anytehyhing failure  problems inspectehyions damages defectehys tehyestehying repair,anything they anyone anything threes down o on house on someone he structural integrity anything failure problems inspection damages defects testing repair,anything anyone anything threes house someone structural integrity anything failure problems inspection damages defects testing repair,30,SHELTER
22366,2020-04-08 14:36:00,3756,62,Northwest,CandidPCouch2003,Nope  not going down that road  Broken  wet  and unsafe ,Nope not going down that road Broken wet and unsafe,Nope going road Broken wet unsafe,3,ROAD
22377,2020-04-08 14:37:00,3757,62,Old Town,OldTownBlues,My batteries dying  trying to gbet do jade bridge to get out of here,My batteries dying trying to get to jade bridge to get out of here,batteries dying trying get made bridge get,65,POWER
22414,2020-04-08 14:38:00,3758,62,Northwest,MBusyRonca,Trees are falling and taking our power with them ,Trees are falling and taking our power with them,Trees falling taking power,51,POWER
22445,2020-04-08 14:39:00,3759,62,Scenic Vista,PhillipsDog31,Saw trucks loadng up outhouses  Going to try at the marina ,Saw trucks loadng up outhouses Going to try at the marina,Saw trucks loadng outhouses Going try marina,1,SANITARY
22458,2020-04-08 14:39:00,3759,62,Old Town,OldTownBlues,Does anyone know a shelter I can go to ,Does anyone know a shelter I can go to,Does anyone know shelter I go,65,SHELTER
22483,2020-04-08 14:39:00,3759,62,East Parton,TallBreadAnnette,Help  Sam and I are found  trying to find the disaster shelter ,Help Sam and I are found trying to find the disaster shelter,Help Sam I found trying find disaster shelter,22,SHELTER
22495,2020-04-08 14:40:00,3760,62,Easton,BusyBenetCandy,I might die,I might die,I might die,39,RESCUE
22516,2020-04-08 14:40:00,3760,62,Southton,Crosby85,Roads areiter eiteritheiterr floodeiterd or crumbling to pieiterceiters ,roads arbiter either flooded or crumbling to pieces,roads arbiter either flooded crumbling pieces,1,MEDICAL
22522,2020-04-08 14:40:00,3760,62,Southton,MilesBear56,Volunteers needed to participate in someone he structural integrity anything failure  problems inspections damages defects testing repair they it crews have evacuated up to 30 parseengers who were tr ,Volunteers needed to participate in someone he structural integrity anything failure problems inspections damages defects testing repair they it crews have evacuated up to 30 parssengers who were tr,Volunteers needed participate someone structural integrity anything failure problems inspections damages defects testing repair crews evacuated 30 parseengers tr,30,VOLUNTEERS;INSPECTION
22651,2020-04-08 14:44:00,3764,62,Old Town,EmergeAndC, Trying to get out for food and water  I ahevave never been so scared,Trying to get out for food and water I ahevave never been so scared,Trying get food water I ahevave never scared,41,FOOD;WATER
22703,2020-04-08 14:45:00,3765,62,Scenic Vista,JObnoxiousAntolin,@Emil Bearden32 Water soaked my back yard  All those years gardening wasted ,@Emil Bearden32 Water soaked my back yard all those years gardening wasted,smile Bea32 later soaked back yard years gardening wasted,54,FLOODING
22704,2020-04-08 14:45:00,3765,62,Southwest,HoldsStuartLion,Large sinkhole swallows entire pond in someone he structural integrity anything failure  problems inspections damages defects testing repair they it he grew 4 5  between 2013 and 2014,Large sinkhole swallows entire pond in someone he structural integrity anything failure problems inspections damages defects testing repair they it he grew 4 5 between 2013 and 2014,Large sinkhole swallows entire pond someone structural integrity anything failure problems inspections damages defects testing repair grew 4 5 2013 2014,30,ROAD
22711,2020-04-08 14:45:00,3765,62,Broadview,BobbyBob, #alwayssafe Please  I want to help,#alwayssafe Please I want to help,#alwayssafe Please I want help,71,RESCUE
22760,2020-04-08 14:46:00,3766,62,Oak Willow,SmartNewmanBread,Roof to my house is decimated  Really hope it doesn t rain ,Roof to my house is decimated Really hope it doesn t rain,Roof house decimated Really hope rain,21,SHELTER
22770,2020-04-08 14:46:00,3766,62,East Parton,TallMayesHouse2003,Saw trucks loadng up outhouses  Going to try at the marina ,Saw trucks loadng up outhouses Going to try at the marina,Saw trucks loadng outhouses Going try marina,1,SANITARY
22875,2020-04-08 14:49:00,3769,62,Safe Town,Peterson80,Sewage collecting in between pipes  Gross,Sewage collecting in between pipes Gross,Sewage collecting pipes Gross,61,SEWER
22899,2020-04-08 14:49:00,3769,62,Downtown,CarverWhale90,Help  Eustice and I are donate  trying to find the disaster shelter ,Help Eustice and I are donate trying to find the disaster shelter,Help Eustice I donate trying find disaster shelter,22,SHELTER
23008,2020-04-08 14:51:00,3771,62,Old Town,Emil_Bearden32,Saw the roads were a mess  Didn t even think about the sewers until just now ,Saw the roads were a mess Didn t even think about the sewers until just now,Saw roads mess Didn even think sewers,15,SEWER
23112,2020-04-08 14:54:00,3774,62,East Parton,E1968Buckley,I m now officially planning on replacing all of teh sheetrock in my house   1 3 of its already down for me  thanks mother nature ,I m now officially planning on replacing all of teh sheetrock in my house 1 3 of its already down for me thanks mother nature,I officially planning replacing teh sheetrock house 1 3 already thanks mother nature,21,SHELTER
23155,2020-04-08 14:55:00,3775,62,Downtown,BLazyJuarez,Can t treat a broken foot if there s piles of brick everywhere   We need a hospital doctor ,Can't treat a broken foot if there's piles of brick everywhere he need a hospital doctor,treat broken foot piles brick everywhere need hospital doctor,60,MEDICAL
23211,2020-04-08 14:56:00,3776,62,Terrapin Springs,BarbaraCuriousA,Washboard down Cascadia avenue   Usually I need to b ein the wilson forest for this much fun ,Washboard down Cascadia avenue Usually I need to b ein the wilson forest for this much fun,Washboard Cascadia avenue Usually I need b ein wilson forest much fun,21,TRANSPORTATION
23399,2020-04-08 15:00:00,3780,63,Cheddarford,Gerald_Freeman7,Reported motor vehicle accident in it on they it bound approaching he anyone anyone it anything they anyone anything trees down o on house on someone he #GreatitCan,reported motor vehicle accident in it on they it bound approaching he anyone anyone it anything they anyone anything trees down o on house on someone he #GreatitCan,reported motor vehicle accident bound approaching anyone anyone anything anyone anything trees house someone GreatitCan,58,RESCUE
23411,2020-04-08 15:00:00,3780,63,Weston,Elizabeth_Hatton1970,My best friend worked in the house that collapsed and isn t answering their phone  Tell them to call me if you see them ,My best friend worked in the house that collapsed and isn t answering their phone  Tell them to call me if you see them ,best friend worked house collapsed answering phone well call see,59,RESCUE
23431,2020-04-08 15:01:00,3781,63,Old Town,ObnoxiousGLight,Large sinkhole swallows entire pond in someone he anyone anyone it users download the he app for more information,large sinkhole swallow entire pond in someone he anyone anyone it users download the he pp for more information,large sinkhole swallow entire pond someone anyone anyone users download pp information,58,ROAD
23497,2020-04-08 15:02:00,3782,63,Old Town,Wilcox1969,Isabella and I were best friends  Now they are gone ,Isabella and I were best friends Now they are gone,Isabella I best friends Now gone,31,FATALITIES
23517,2020-04-08 15:02:00,3782,63,Weston,FastKBowl,First accident in it on they it he she offers to purchase landslide-damaged properties,First accident in it on they it he she offers to purchase landslide-damaged properties,First accident offers purchase landslide-damaged properties,2,ROAD
23628,2020-04-08 15:05:00,3785,63,Palace Hills,TallSCandy,Can t treat a contusions if there s piles of brick everywhere   We need some help at the hospital ,Can't treat a contusions if there s piles of brick everywhere he need some help at the hospital,treat contusions piles brick everywhere need help hospital,60,MEDICAL
23636,2020-04-08 15:06:00,3786,63,Palace Hills,DarkHCar,Waking up from grand mothers now I am lowkey tired bein a jerk anything need groceries  But he came bac on monday could have called  I can t find it,Waking up from grand mothers now I am lowkey tired bein a jerk anything need groceries But he came bac on monday could have called I can't find it,Waking grand mothers I lowkey tired bein jerk anything need groceries But came bac monday could called I find,21,FOOD
23642,2020-04-08 15:06:00,3786,63,West Parton,ShielaFastPatton,I was in a horrible car accident this past they something something On someone he they landslide ,I was in a horrible car accident this past they something something in someone he they landslide,horrible car accident past something something someone landslide,6,RESCUE
23728,2020-04-08 15:08:00,3788,63,Scenic Vista,ChloeJohnson,Oh no I just saw at least five partially collapsed houses  Is this what we pay 500k for ,Oh no I just saw at least five partially collapsed houses Is this what we pay 500k for,Oh I saw least five partially collapsed houses Is pay 500k,14,COLLAPSED
23769,2020-04-08 15:09:00,3789,63,Northwest,JGuapoAndrade,Saw a guy walking down the street  His feet were almost ankle deep in water,Saw a guy walking down the street His feet were almost ankle deep in water,Saw guy walking street His feet almost ankle deep water,41,FLOODING
23831,2020-04-08 15:10:00,3790,63,East Parton,RunsGradyCat,Best Years nursing home is out of water and food  We need donations of food  water  blankets ,Best years nursing home is out of water and food We need donations of food water blankets,west years nursing home water food need donations food water blankets,41,FOOD
23850,2020-04-08 15:11:00,3791,63,Palace Hills,CuriousWBowl1999,We have no power and I am worried about crime after it gets dark  #HatehaveWonder,We have no power and I am worried about crime after it gets dark  #HatehaveWonder,power worried crime gets dark HatehWonder,72,POWER;POLICE
23869,2020-04-08 15:11:00,3791,63,Broadview,FamousLealBowl2007,Our neighborhood has no power  water  and rubble everywhere from multiple collapsed and damaged buildings  We need help #Hateneighborhood,Our neighborhood has no power water and rubble everywhere from multiple collapsed and damaged buildings. We need help #Hateneighborhood,neighborhood power water ruble everywhere multiple collapsed damaged buildings need help eaten,14,POWER;WATER;COLLAPSED
23884,2020-04-08 15:12:00,3792,63,Southwest,Jennifer16M,Disaster shelters are packed  I can t sleep there ,Disaster shelters are packed I can t sleep there,Disaster shelters packed I sleep,22,SHELTER
23999,2020-04-08 15:15:00,3795,63,Terrapin Springs,FastHelenCouch,Help  Lucy and I are found  trying to find the disaster shelter ,Help Lucy and I are found trying to find the disaster shelter,Help Lucy I found trying find disaster shelter,22,SHELTER
24004,2020-04-08 15:15:00,3795,63,Safe Town,Oconnor83,Danytyingmanytyingge to school bus cranytyingsh in anytyingnything - How Manytyingny he Hanytyingve anytyingn Planytyingn ,damage to school bus crash in anything a now any he have anything plan,damage school bus crash anything anything plan,26,RESCUE
24009,2020-04-08 15:15:00,3795,63,Southton,CuriousBananaWilliam_Youngman,Volunteers needed to participate in someone he anyone removed   ag,Volunteers needed to participate in someone he anyone removed ag,Volunteers needed participate someone anyone removed ag,18,VOLUNTEERS;RESCUE
24021,2020-04-08 15:16:00,3796,63,Weston,Wilkins1976,say male cyclist struck near they something anyone and something they someone is now in the scene of the accident who was the owner of the apocalypse  I called it ,say male cycling struck near they something anyone and something they someone is now in the scene of the accident who was the owner of the apocalypse a called it,say male cycling struck near something anyone something someone scene accident owner apocalypse called,6,RESCUE
24028,2020-04-08 15:16:00,3796,63,Old Town,DonnaBear1979,Sewer pipe is dry on this end  ,Sewer pipe is dry on this end,Sewer pipe dry end,63,SEWER
24099,2020-04-08 15:19:00,3799,63,West Parton,FastIcecreamGary_Hahn,Building structural integrity anything failure  problems inspections damages defects testing repair they it he she offers to purchase landslide-damaged properties,building structural integrity anything failure problems inspection damages defects testing repair they it he she offers to purchase landslide-dd properties,building structural integrity anything failure problems inspection damages defects testing repair offers purchase landslide-dd properties,30,COLLAPSED
24106,2020-04-08 15:19:00,3799,63,Scenic Vista,FamousGuilliamIcecream1978,Will insurance cover cracks in the driveway  or do they need to be actual fisures ,Will insurance cover cracks in the driveway or do they need to be actual fisures,Will insurance cover cracks driveway need actual fisures,21,COLLAPSED
24128,2020-04-08 15:20:00,3800,63,Broadview,FamousBroadwayLight,Bricks are scattered all over the roads  Why didn t the city work on getting those buildings up to code sooner ,Bricks are scattered all over the roads Why didn t the city work on getting those buildings up to code sooner,Bricks scattered roads Why city work getting buildings code sooner,14,COLLAPSED
24155,2020-04-08 15:21:00,3801,63,West Parton,FamousPlateSadie,Help  Steve and I are wandering  trying to find the disaster shelter ,Help Steve and I are wandering trying to find the disaster shelter,Help Steve I wandering trying find disaster shelter,22,SHELTER
24188,2020-04-08 15:23:00,3803,63,Old Town,CandidEscobarBowl2016,Hospital has rubble  dang ,Hospital has rubble dang,Hospital rubble dang,60,HOSPITAL
24190,2020-04-08 15:23:00,3803,63,Terrapin Springs,HoldsZimmermanDog,Almost like the road had a mini avalanche  ,Almost like the road had a mini avalanche,Almost like road mini avalanche,29,ROAD
24233,2020-04-08 15:24:00,3804,63,Terrapin Springs,Kevin_CallahanMouse21,Some of tjehe holes on 12tjeh mustje be five feetje deep ,some of the holes on 12th must be five feet deep,holes 12th must five feet deep,68,ROAD
24242,2020-04-08 15:25:00,3805,63,Terrapin Springs,Domitila1,Sewer pipes disconnected  That would explain the backup ,Sewer pipes disconnected That would explain the backup,Sewer pipes disconnected That would explain backup,21,SEWER
24287,2020-04-08 15:27:00,3807,63,Scenic Vista,HenryBusyPadilla,say male cyclist struck near they something anyone and something they someone is now in the ambulance to the scene ,say male cycling struck near they something anyone and something they someone is now in the ambulance to the scene,say male cycling struck near something anyone something someone ambulance scene,6,RESCUE
24305,2020-04-08 15:28:00,3808,63,Palace Hills,FamousBreadEpps,Volunteers needed to participate in someone he anyone removed   ag @LayneBird16,Volunteers needed to participate in someone he anyone removed ag @LayneBird16,Volunteers needed participate someone anyone removed ag @LayneBird16,18,VOLUNTEERS;RESCUE
24309,2020-04-08 15:28:00,3808,63,Weston,EssieFastThomas,Flood and they someone is now in the scene of the units is on damaged  not sure on injuries,Flood and they someone is now in the scene of the units is on damaged not sure on injuries,Flood someone scene units damaged sure injuries,2,FLOODING
24365,2020-04-08 15:31:00,3811,63,Downtown,FleetHBread,I was in a horrible car accident this past they something something On someone he they landslide ,I was in a horrible car accident this past they something something in someone he they landslide,horrible car accident past something something someone landslide,6,RESCUE
24405,2020-04-08 15:34:00,3814,63,East Parton,LazyMurphyBanana,Sewer pipe broke  No wonder 3rd is collecting sewage ,Sewer pipe broke No wonder 3rd is collecting sewage,Sewer pipe broke No wonder 3rd collecting sewage,1,SEWER
24441,2020-04-08 15:37:00,3817,63,Southwest,AttentativeBananaEboni,anything they anyone anything trees down o on house on someone he structural integrity something failure  inspections damages defects testing repair they it near anyone involving an overturned vehicle  anyone use alternate roads,anything they anyone anything trees down o on house on someone he structural integrity something failure inspection damages defects testing repair they it near anyone involving an overturned vehicle anyone use alternate roads,anything anyone anything trees house someone structural integrity something failure inspection damages defects testing repair near anyone involving overturned vehicle anyone use alternate roads,30,COLLAPSED
24447,2020-04-08 15:37:00,3817,63,Southwest,Eunice_Dutton1973,Help  Cidy and I are donate  trying to find the disaster shelter  #FTWHelpWaste,Help  Cidy and I are donate  trying to find the disaster shelter  #FTWHelpWaste,help tidy donate trying find disaster shelter FTWHWaste,22,SHELTER
24465,2020-04-08 15:39:00,3819,63,Weston,AttentativeCarCorrigan,Building structural integrity something failure  inspections damages defects testing repair they it he she something,building structural integrity something failure inspection damages defects testing repair they it he she something,building structural integrity something failure inspection damages defects testing repair something,30,COLLAPSED
24482,2020-04-08 15:40:00,3820,63,Old Town,Henry_Anderson52,Was there a kid standing in the middle of the large hole in the road ,Was there a kid standing in the middle of the large hole in the road,Was kid standing middle large hole road,1,ROAD
24515,2020-04-08 15:43:00,3823,63,Palace Hills,DarkGrossiCandy,Large sinkhole swallows entire pond in someone he anyone anyone it anything they anyone anything trees down o on house on someone he,large sinkhole swallow entire pond in someone he anyone anyone it anything they anyone anything trees down o on house on someone he,large sinkhole swallow entire pond someone anyone anyone anything anyone anything trees house someone,73,ROAD
24516,2020-04-08 15:43:00,3823,63,Southwest,CuriousCandyHackney,Building structural integrity something failure  inspections damages defects testing repair they it he she something,building structural integrity something failure inspection damages defects testing repair they it he she something,building structural integrity something failure inspection damages defects testing repair something,30,COLLAPSED
24523,2020-04-08 15:43:00,3823,63,Downtown,FamousJLight,Building structural integrity something failure  inspections damages defects testing repair they it he she offers to purchase landslide-damaged properties,building structural integrity something failure inspection damages defects testing repair they it he she offers to purchase landslide-dd properties,building structural integrity something failure inspection damages defects testing repair offers purchase landslide-dd properties,30,COLLAPSED
24538,2020-04-08 15:44:00,3824,63,Weston,WatchesDebbie_JacksonLion,anything they anyone anything trees down o on house on someone he structural integrity something failure  inspections damages defects testing repair they it bound approaching he anyone removed   ag,anything they anyone anything trees down o on house on someone he structural integrity something failure inspection damages defects testing repair they it bound approaching he anyone removed a,anything anyone anything trees house someone structural integrity something failure inspection damages defects testing repair bound approaching anyone removed,30,COLLAPSED
24558,2020-04-08 15:46:00,3826,63,Scenic Vista,BusySwopeHouse,Bricks are scattered all over the roads  Why didn t the city work on getting those buildings up to code sooner ,Bricks are scattered all over the roads Why didn t the city work on getting those buildings up to code sooner,Bricks scattered roads Why city work getting buildings code sooner,14,COLLAPSED
24582,2020-04-08 15:48:00,3828,63,Weston,CuriousBananaHarper,Mike anbdnd I were best friends  Now they anbdre gone ,like and a were best friends now they andre gone,like best friends andre gone,31,FATALITIES
24595,2020-04-08 15:49:00,3829,63,Weston,WatchesBurtWhale,Damage to school bus crash in anything - How Many he Have an Plan ,Damage to school bus crash in anything - How Many he Have an Plan,Damage school bus crash anything - How Many Have Plan,15,RESCUE
24599,2020-04-08 15:49:00,3829,63,Northwest,SmartNosekIcecream63,husband said University was open  Got there and it was closed ,husband said University was open Got there and it was closed,husband said University open Got closed,50,CLOSED
24608,2020-04-08 15:50:00,3830,63,Broadview,CandidGodboldLight1958,The hospital by the neighborhood s power is out ,The hospital by the neighborhood s power is out,The hospital neighborhood power,24,POWER
24611,2020-04-08 15:51:00,3831,63,Safe Town,Ramos1982,anything they anyone anything trees down o on house on someone he structural integrity something failure  inspections damages defects testing repair,anything they anyone anything trees down o on house on someone he structural integrity something failure inspection damages defects testing repair,anything anyone anything trees house someone structural integrity something failure inspection damages defects testing repair,30,COLLAPSED
24613,2020-04-08 15:51:00,3831,63,Broadview,FastVPlate,Looks like I m biking to work today  No way can my car get through that ,Looks like I m biking to work today No way can my car get through that,Looks like I biking work today No way car get,40,TRANSPORTATION
24618,2020-04-08 15:52:00,3832,63,Downtown,FloydHorse2016,Flood and hteyhey someone is now in hteyhe ambulance hteyo hteyhe scene ,blood and they someone is now in the ambulance they the scene,blood someone ambulance scene,67,MEDICAL
24661,2020-04-08 15:57:00,3837,63,Downtown,CandidLBread,This area is starting to look a lot like a marsh ,This area is starting to look a lot like a marsh,This area starting look lot like marsh,53,FLOODING
24663,2020-04-08 15:57:00,3837,63,Cheddarford,DarkPhillipBowl,Rolling sandunes the gentle lapping of the apocalypse  I called it ,Rolling sandunes the gentle lapping of the apocalypse I called it,Rolling sandunes gentle lapping apocalypse I called,2,ROAD
24666,2020-04-08 15:57:00,3837,63,Southwest,J2001Bui,Water is up to my knees  Great ,Water is up to my knees Great,Water knees Great,43,FLOODING
24671,2020-04-08 15:58:00,3838,63,Southwest,BurtonWhale84,Building structural integrity something failure  inspections damages defects testing repair they it he she something it,building structural integrity something failure inspection damages defects testing repair they it he she something it,building structural integrity something failure inspection damages defects testing repair something,30,COLLAPSED
24685,2020-04-08 16:00:00,3840,64,Chapparal,GuapoWolfeBanana55,The pharmacy by the University s power is out ,The pharmacy by the University s power is out,The pharmacy University power,52,POWER
24691,2020-04-08 16:00:00,3840,64,Broadview,FuriousCastellanoHouse19,Some of the holes on 12th must be five feet deep ,Some of the holes on 12th must be five feet deep,Some holes 12th must five feet deep,68,ROAD
24693,2020-04-08 16:00:00,3840,64,Broadview,LazyFIcecream,We have not had any help in our neighborhood  Nobody from the City has even driven by  Sounds like 9 is dead last again while Old Town gets all the help it needs - as usual ,We have not had any help in our neighborhood Nobody from the city has even driven by Sounds like 9 is dead last again while Old Town gets all the help it needs a as usual,help neighborhood nobody city even driven wounds like 9 dead last old gets help needs usual,24,RESCUE
24720,2020-04-08 16:03:00,3843,64,Northwest,FuriousCarLuis_Duncan,I was in a horrible car accident this past they something something he it Marfplace with lots of people #GreatMarfplaceCan,I was in a horrible car accident this past they something something he it Marfplace with lots of people a GreatMarfplaceCan,horrible car accident past something something Marfplace lots people GreatMarfplaceCan,6,RESCUE
24728,2020-04-08 16:04:00,3844,64,Old Town,RunsJohn_GibbyBear,Sewer pipe is dry on this end  ,Sewer pipe is dry on this end,Sewer pipe dry end,63,SEWER
24730,2020-04-08 16:04:00,3844,64,Southwest,Jose32Francis,Rolling sandunes the gentle lapping of the accident who was the owner of the accident who was the owner of the range rover  ,rolling sandunes the gentle tapping of the accident who was the owner of the accident who was the owner of the range rover,rolling sandunes gentle tapping accident owner accident owner range rover,2,RESCUE
24738,2020-04-08 16:06:00,3846,64,Palace Hills,CuriousWBowl1999,Isabella and I were best friends  Now they are gone ,Isabella and I were best friends Now they are gone,Isabella I best friends Now gone,31,FATALITIES
24743,2020-04-08 16:06:00,3846,64,Northwest,Holt1956,Apparently part of the accident who was the owner of the building across the street,Apparently part of the accident who was the owner of the building across the street,Apparently part accident owner building across street,66,RESCUE
24747,2020-04-08 16:07:00,3847,64,Southwest,Rydberg89,The cops wont let us back into to our apartment building because of the red tag on it  I ran outside in my pajamas - I dont have my purse and I need my medicine  What do I do ,The cops wont let us back into to our apartment building because of the red tag on it I ran outside in my pajamas - I dont have my purse and I need my medicine What do I do,The cops wont let us back apartment building red tag I ran outside pajamas - I dont purse I need medicine What I,14,SHELTER;MEDICAL
24751,2020-04-08 16:07:00,3847,64,West Parton,FamousPlateRobert,My grandma worked in the Elementary School that collapsed and isn t answering their phone  Tell them to call me if you see them ,My grandma worked in the Elementary School that collapsed and isn t answering their phone  Tell them to call me if you see them ,grand worked elementary school collapsed answering phone well call see,59,MISSING;COLLAPSED
24762,2020-04-08 16:08:00,3848,64,Weston,DFamousLamke,Susan and I spent 30 minutes trying to find the shelter and it is lost #GreatSusanWaste,susan and a spent 30 minutes trying to find the shelter and it is lost a GreatSWaste,susan spent 30 minutes trying find shelter lost GreatSWaste,65,SHELTER
24763,2020-04-08 16:08:00,3848,64,Oak Willow,FastSewellLight,Building stehyructehyural intehyegritehyy sometehyhing failure  inspectehyions damages defectehys tehyestehying repair tehyhey itehy he she offers tehyo purchase landslide-damaged propertehyies,building structural integrity something failure inspection damages defects testing repair they itchy he she offers they purchase landslide-damaged properties,building structural integrity something failure inspection damages defects testing repair itchy offers purchase landslide-damaged properties,30,COLLAPSED;ROAD
24766,2020-04-08 16:09:00,3849,64,Weston,RacesRosalesBird,say male cyclist struck near they something something he it Marfplace with lots of people,say male cycling struck near they something something he it Marfplace with lots of people,say male cycling struck near something something Marfplace lots people,6,RESCUE
24784,2020-04-08 16:11:00,3851,64,Scenic Vista,GuapoCrockerPlate,The temporary animal shelter by the restaurant s power is out ,The temporary animal shelter by the restaurant s power is out,The temporary animal shelter restaurant power,52,POWER
24813,2020-04-08 16:13:00,3853,64,Northwest,Connie1954B,Trying to get stocked up on water  advil and lettuce before they run out ,Trying to get stocked up on water advil and lettuce before they run out,Trying get stocked water advil lettuce run,41,WATER;MEDICAL
24814,2020-04-08 16:13:00,3853,64,Terrapin Springs,FuriousCarJoshua,Will insurance cover cracks in the driveway  or do they need to be actual fisures ,Will insurance cover cracks in the driveway or do they need to be actual fisures,Will insurance cover cracks driveway need actual fisures,21,COLLAPSED
24821,2020-04-08 16:14:00,3854,64,Terrapin Springs,Susie1991A,NEWS  2 injured in school bus crash in anything - How Many he Have an Plan ,NEWS 2 injured in school bus crash in anything - How Many he Have an Plan,NEWS 2 injured school bus crash anything - How Many Have Plan,15,MEDICAL
24827,2020-04-08 16:14:00,3854,64,Downtown,CleverBreadKathleen,Apparently part of the accident who was the owner of the accident who was the owner of the range rover  ,apparently part of the accident who was the owner of the accident who was the owner of the range rover,apparently part accident owner accident owner range rover,2,RESCUE
24834,2020-04-08 16:15:00,3855,64,Southton,Jennifer_StudlerDog2015,Building structural integrity anything failure  problems inspections damages defects testing repair they it bound approaching he anyone anyone it anything they anyone she us all,building structural integrity anything failure problems inspection damages defects testing repair they it bound approaching he anyone anyone it anything they anyone she us all,building structural integrity anything failure problems inspection damages defects testing repair bound approaching anyone anyone anything anyone us,30,COLLAPSED
24846,2020-04-08 16:16:00,3856,64,Terrapin Springs,Maria1966Lincourt,say male cyclist struck near they something something On someone he anyone removed   ag @CandidIcecreamHeidi Muir,say male cycling struck near they something something in someone he anyone removed a a CandidIcecreamHeidi muir,say male cycling struck near something something someone anyone removed CandidIcecreamHeidi muir,6,RESCUE
24862,2020-04-08 16:17:00,3857,64,Old Town,BusySalibaHouse63,Flood and they someone is now in the scene of the units is on damaged  not sure on injuries,Flood and they someone is now in the scene of the units is on damaged not sure on injuries,Flood someone scene units damaged sure injuries,2,FLOODING
24864,2020-04-08 16:17:00,3857,64,Northwest,C2011Murphy,From the looks of it  there are a lot of people with not working toilets,From the looks of it there are a lot of people with not working toilets,From looks lot people working toilets,40,SANITARY
24870,2020-04-08 16:18:00,3858,64,Northwest,EBusyCeniceros,Help  Susan and I are wandering  trying to find the disaster shelter ,Help Susan and I are wandering trying to find the disaster shelter,Help Susan I wandering trying find disaster shelter,22,SHELTER
24879,2020-04-08 16:19:00,3859,64,Safe Town,CleverEastmanLight31,Large sinkhole swallows entire pond in someone he structural integrity something failure  inspections damages defects testing repair they it,large sinkhole swallow entire pond in someone he structural integrity something failure inspection damages defects testing repair they it,large sinkhole swallow entire pond someone structural integrity something failure inspection damages defects testing repair,30,ROAD
24922,2020-04-08 16:24:00,3864,64,Southwest,CuriousCandyHackney,Sewer pipe is dry on this end  ,Sewer pipe is dry on this end,Sewer pipe dry end,63,SEWER
24933,2020-04-08 16:24:00,3864,64,Weston,ObnoxiousRIcecream,The pharmacy by the neighborhood s power is out ,The pharmacy by the neighborhood s power is out,The pharmacy neighborhood power,24,POWER
24945,2020-04-08 16:25:00,3865,64,Northwest,GuapoReynoldsBanana,Alvin and I were best friends  Now they are gone ,Alvin and I were best friends Now they are gone,Alvin I best friends Now gone,31,FATALITIES
24961,2020-04-08 16:26:00,3866,64,Downtown,AttentativePBread32,Hospital has rubble  EEEEK ,Hospital has rubble EEEEK,Hospital rubble EEEEK,60,HOSPITAL
24970,2020-04-08 16:27:00,3867,64,Old Town,ObnoxiousSCandy,At least the power line didn t fall on top of our car ,At least the power line didn t fall on top of our car,At least power line fall top car,12,POWER
24980,2020-04-08 16:28:00,3868,64,West Parton,ObnoxiousDonelsonCouch,Large sinkhole swallows entire pond in someone he anyone removed   ag,Large sinkhole swallows entire pond in someone he anyone removed ag,Large sinkhole swallows entire pond someone anyone removed ag,18,ROAD
24987,2020-04-08 16:29:00,3869,64,Downtown,Rebecca2008,Rolling sandunes the gentle lapping of the collapsed sewer line,Rolling sandunes the gentle lapping of the collapsed sewer line,Rolling sandunes gentle lapping collapsed sewer line,66,SEWER
25028,2020-04-08 16:33:00,3873,64,East Parton,AttentativeDBread,There are pot holes  and then there are humongous pits by teh edge of the sidewalk,there are pot holes and then there are humorous pits by the edge of the sidewalk,pot holes humorous pits edge sidewalk,21,ROAD
25048,2020-04-08 16:34:00,3874,64,Pepper Mill,Ella_BelinDog1966,You can see inside of some houses  They look worse than outside ,you can see inside of some houses they look worse than outside,see inside houses look worse outside,19,COLLAPSED
25063,2020-04-08 16:35:00,3875,64,Terrapin Springs,RacesRandallFish,Help  David and I are looking  trying to find the disaster shelter ,Help David and I are looking trying to find the disaster shelter,Help David I looking trying find disaster shelter,22,SHELTER
25092,2020-04-08 16:38:00,3878,64,Safe Town,William1974F,So much water ,So much water,So much water,13,FLOODING
25098,2020-04-08 16:38:00,3878,64,Safe Town,HenryFish44,say male cyclist struck near they something anyone and something they someone is now in the scene of the accident who was the owner of the apocalypse  I called it ,say male cycling struck near they something anyone and something they someone is now in the scene of the accident who was the owner of the apocalypse a called it,say male cycling struck near something anyone something someone scene accident owner apocalypse called,6,RESCUE
25100,2020-04-08 16:38:00,3878,64,Scenic Vista,WileySadlerIcecream,Help  Diana and I are wandering  trying to find the disaster shelter ,Help Diana and I are wandering trying to find the disaster shelter,Help Diana I wandering trying find disaster shelter,22,SHELTER
